0,8.34,40.77,1010.84,90.01
1,23.64,58.49,1011.4,74.2
2,29.74,56.9,1007.15,41.91
3,19.07,49.69,1007.22,76.79
4,11.8,40.66,1017.13,97.2
5,13.97,39.16,1016.05,84.6
6,22.1,71.29,1008.2,75.38
7,14.47,41.76,1021.98,78.41
8,31.25,69.51,1010.25,36.83
9,6.77,38.18,1017.8,81.13
10,28.28,68.67,1006.36,69.9
11,22.99,46.93,1014.15,49.42
12,29.3,70.04,1010.95,61.23
13,8.14,37.49,1009.04,80.33
14,16.92,44.6,1017.34,58.75
15,22.72,64.15,1021.14,60.34
16,18.14,43.56,1012.83,47.1
17,11.49,44.63,1020.44,86.04
18,9.94,40.46,1018.9,68.51
19,23.54,41.1,1002.05,38.05
20,14.9,52.05,1015.11,77.33
21,33.8,64.96,1004.88,49.37
22,25.37,68.31,1011.12,70.99
23,7.29,41.04,1024.06,89.19
24,13.55,40.71,1019.13,75.44
25,6.39,35.57,1025.53,77.23
26,26.64,62.44,1011.81,72.46
27,7.84,41.39,1018.21,91.92
28,21.82,58.66,1011.71,64.37
29,27.17,67.45,1015.67,49.03
30,13.42,41.23,994.17,95.79
31,20.77,56.85,1012.4,83.63
32,8.29,36.08,1020.38,81.53
33,30.98,67.45,1015.18,45.4
34,31.96,71.29,1008.39,47.51
35,15.83,52.75,1024.3,58.34
36,22.56,70.79,1005.85,93.09
37,25.91,75.6,1018.23,62.65
38,8.24,39.61,1017.99,78.42
39,24.66,60.29,1018,59.56
40,29.31,68.67,1006.18,63.38
41,21.48,66.91,1008.58,84.49
42,18.28,44.71,1016.99,33.71
43,26.96,65.34,1015.05,46.93
44,16.01,65.46,1014,87.68
45,27.37,63.73,1009.79,65.25
46,16.3,39.63,1004.64,85.61
47,23.8,48.6,1002.43,67.32
48,8.19,41.66,1016.57,75.38
49,25.28,67.69,1009.05,68.54
50,21.47,70.32,1011.72,88.36
51,30.54,67.45,1014.37,32.97
52,18.3,44.06,1017.95,63.24
53,25.82,72.39,1003.4,86.33
54,31.12,69.13,1009.61,56.54
55,15.99,39.63,1006.09,89.92
56,8.42,42.28,1008.4,87.78
57,23.7,69.23,1011.73,73.18
58,15.71,40.12,1012.81,97.46
59,29.11,74.9,1003.31,74.01
60,23.73,61.02,1009.71,78.7
61,28.26,65.34,1014.56,43.4
62,15.92,41.2,1016.04,73.37
63,33.4,70.8,1009.17,57.01
64,31.92,68.3,1015.58,41.55
65,26.87,74.99,1002.48,71.91
66,5.23,40.78,1025.13,92.74
67,15.72,41.76,1023.07,66.95
68,17.74,50.88,1015.56,89.78
69,27.13,59.54,1004.33,73.27
70,25.82,66.49,1013.2,60.32
71,34.2,68.14,1002.7,56.09
72,19.13,68.61,1010.65,94.92
73,11.77,41.06,1021.45,76.63
74,10.25,41.46,1018.67,84.41
75,23.82,48.92,1010.48,44.45
76,30.1,66.25,1009.38,65.41
77,29.92,69.75,1009.12,67.15
78,29.63,66.75,1018.08,58.46
79,30.61,77.17,1009.49,73.19
80,16.18,50.88,1014.06,100.09
81,31.66,73.91,1004.49,68.13
82,29.14,61.5,1009.64,39.95
83,18.4,43.96,1012.4,77.81
84,15.86,38.62,1016.65,67.51
85,6.31,42.07,1004.61,77.74
86,23.4,72.99,1009.48,88.82
87,33.62,77.17,1009.38,63.71
88,6.89,43.65,1019.87,72.77
89,27.41,69.98,1008.51,65.49
90,26.37,54.5,1014.48,66.31
91,26.58,59.39,1014.49,65.87
92,15.25,43.02,1012.04,41.43
93,21.24,41.67,1012.6,49.27
94,24.98,58.05,1011.69,69.97
95,26.63,64.44,1012.66,61.19
96,18.87,52.08,1005.25,99.19
97,5.12,40.78,1025.45,96.88
98,31.1,71.32,1008.09,45.87
99,7.91,39.96,1023.57,88.44
103,12.55,38.91,1012.58,75.44
104,9.38,41.44,1015.09,86.8
105,10.28,41.46,1018.44,85.23
106,30.31,77.24,1008.02,67.84
107,25.34,71.06,1007.74,92.52
108,30.47,70.02,1009.65,62.03
109,20.18,56.53,1020.3,77.1
110,21.31,46.97,1014.08,62.57
111,22.1,74.87,1009.4,85.78
112,20.09,63.94,1020.82,74.16
113,22.36,58.79,1016.69,73.6
114,9.43,37.14,1013.03,74.99
115,28.86,49.3,1003.93,52.85
116,23.25,70.32,1009.28,86.52
117,22.7,60.84,1019.15,71.48
118,21.3,59.39,1013.83,84.53
119,19.94,44.9,1008.52,74.69
120,14.97,43.67,1011.13,87.33
121,13.83,40.78,1024.85,73.08
122,23.39,71.25,1005.22,93.7
123,21.48,47.43,1006.88,63.54
124,22.63,58.41,1013.69,90.32
125,20.01,45.09,1014.21,38.19
126,20.52,43.79,1015.9,68.1
127,13.58,49.83,1008.9,86.8
128,14.38,44.84,1024.59,81.68
129,28.53,69.84,1004.46,68.03
130,13.89,35.71,1016.4,65.49
131,25.93,69.34,1008.91,79.43
132,17.84,61.27,1020.1,70.68
133,6.28,41.06,1020.96,90.91
134,8.16,39.64,1011.21,85.56
135,18.61,67.71,1004.07,84.49
136,16.23,43.72,1009.96,83.01
137,8.66,41.01,1022.51,98.55
138,19.53,66.54,1013.72,81.46
139,10.17,40.46,1018.54,68.21
140,6.48,40.27,1010.55,82.12
141,12.69,40.75,1016.05,82.92
142,23.77,61.87,1009.8,54.83
143,14.43,43.5,1021.86,83.14
144,28.25,57.19,1007.99,67.9
145,12.26,39.96,1011.79,79.06
146,14.55,42.74,1027.29,66.64
147,24.57,51.95,1005.8,70.07
148,10.25,41.26,1007.44,98.08
149,21.96,51.43,1007.28,89.96
150,9.82,39.64,1010.79,69.22
151,18.58,44.6,1016.61,48.15
152,20.57,44.9,1008.39,62.69
153,8.61,41.04,1024.81,95.6
154,9.99,43.52,1022.95,99.67
155,13.97,52.05,1012.05,85.36
156,16.76,43.67,1011.27,70.55
157,25.58,47.01,1014.5,63.53
158,17.34,46.48,1007.18,83.15
159,19.13,66.86,1012.95,71.24
160,12.75,40.64,1020.44,83.17
161,29.46,49.3,1003.88,54.1
162,15.59,52.75,1024.3,59.93
163,14.2,43.02,1012.18,57.07
164,14.05,40.35,1011.52,66.21
165,32.35,77.95,1014.76,60.88
166,21.41,56.9,1007.03,79.41
167,10.61,37.5,1008.8,100.13
168,19.13,40.79,1004.47,91.7
169,17.28,44.06,1018.15,66.93
170,24.79,50.78,1008.78,61.88
171,28.66,50.05,1006.08,47.74
172,12.91,41.16,1011.9,89.19
173,17.32,43.7,1015.13,61.66
174,18.74,59.21,1018.3,91.55
175,26.69,70.36,1006.82,68.29
176,12.28,40.55,1005.72,98.56
177,14.46,44.78,1007.64,67.03
178,30.54,70.17,999.42,64.32
179,27.58,66.48,1004.82,51.23
180,32.17,73.21,1001.43,69.86
181,26.23,59.87,1012.93,66.62
182,11.69,35.76,1019.02,55.6
183,14.73,39.82,1012.67,80.82
184,12.36,48.04,1012.8,93.59
185,9.52,40.96,1023.48,86.49
186,27.32,73.42,1012.07,86.3
187,23.81,73.17,1012.13,86.13
188,7.92,42.28,1008.55,81.68
189,23.58,58.82,1009.68,81.38
190,20.78,60.84,1018.66,80.4
191,19.68,68.28,1002.62,71.57
192,14.12,40.92,1022.46,73.28
193,22.97,62.4,1010.25,75.18
194,6.89,39.37,1020.21,74.17
195,19.98,56.53,1020.22,73.53
196,21.71,60.27,1015.74,89.76
197,23.02,59.21,1011.74,83.18
198,27.71,69.51,1009.65,58.38
199,10.46,37.5,1013.12,76.74
200,27.18,62.66,1009.89,52.83
201,25.56,50.05,1005.67,69.29
202,19.69,39.72,1001.49,60.34
203,31.37,76.86,997.34,62.94
204,14.17,41.67,1013.4,72.77
205,15.6,43.71,1024.88,80.37
206,25.3,71.58,1010.18,87.36
207,7.09,39.37,1020.07,73.26
208,6.07,41.14,1027.57,86.98
209,9.86,38.38,1018.22,85.35
210,14.73,40.35,1011.15,65.2
211,31.32,74.33,1012.92,36.48
212,6.14,38.5,1012.4,75.35
213,27.92,69.23,1013.21,44.43
214,25.63,58.86,1014.86,52.75
215,16.37,36.99,1006.37,90.11
216,28.31,65.71,1014.67,59.29
217,24.44,69.84,1005.34,80.37
218,11.33,41.5,1013.58,88.7
219,23.87,63.94,1019.02,44.28
220,21.14,48.78,1020.39,86.2
221,22.24,60.07,1015.93,62.25
222,23.07,70.47,1008.64,83.37
223,25.95,59.14,1016.42,67.03
224,16.44,43.96,1013.66,76.31
225,20.66,41.54,1014.68,79.7
226,15.01,39.52,1017.53,72
227,20.51,63.86,1020.65,75.36
228,24.1,52.84,1006.47,47.58
229,9.38,40.46,1019.29,75.77
230,27.49,71.94,1008.25,68.29
231,32.84,68.14,1003.59,43.88
232,20.83,44.78,1008.51,35.9
233,28.69,67.25,1017.71,44.6
234,9.35,44.03,1011.02,88.11
235,17.37,41.23,998.79,68.44
236,14.84,41.48,1017.26,63.42
237,27.88,68.94,1007.68,75.68
238,17.83,43.72,1008.64,78.72
239,7.64,42.28,1008.46,84.29
240,25.67,74.78,1010.24,68.87
241,23.1,51.3,1011.93,80.05
242,27.13,69.45,1013.9,51.16
243,26.95,70.8,1009.73,82.95
244,19.4,42.44,1013.19,58.63
245,13.5,44.92,1023.87,87.17
246,11.97,41.04,1026.42,70.75
247,18.11,58.95,1016.61,89.17
248,24.1,71.29,1007.96,67.56
249,20.29,65.27,1013.17,74.94
250,21.82,65.27,1013.86,72.81
251,29.45,75.6,1018.12,50.68
252,10.87,38.38,1020.85,69.78
253,17.36,39.53,1008.28,68.87
254,24.97,58.95,1017.19,56.24
255,13.72,45.09,1012.95,87.41
256,26.49,61.86,1012.55,74.24
257,8.25,41.26,1020.59,91.84
258,12.8,44.9,1007.58,66.6
259,17.08,40.12,1012.17,81.5
260,31.4,71.06,1008.44,74.77
261,8.26,44.71,1020.85,68.82
262,21.22,59.15,1014.68,59.71
263,26.1,62.91,1012.44,60.91
264,19.91,51.19,1008,90.23
265,14.56,40.69,1015.48,73.73
266,10.22,41.74,1022.65,83.58
267,29.12,67.83,1008.05,46.86
268,16.97,39.16,1005.7,69.13
269,26.19,49.3,1003.69,65.88
270,23.65,66.05,1019.6,78.21
271,29.53,70.94,1007.22,70.68
272,19.69,56.65,1020.84,72.14
273,33.71,69.98,1013.09,42.62
274,32.14,75.08,1005.35,49.92
275,29.28,77.17,1009.4,76.3
276,7.01,37.8,1021.47,62.84
277,30.47,68.24,1009.55,64.98
278,29.13,47.93,1002.5,49.1
279,11.86,39.85,1013,66.92
280,26.16,52.36,1013.62,58.52
281,10.56,39.13,1010.19,87.12
282,8.58,40.72,1022.04,87.55
283,14.26,40.92,1022.07,73.96
284,23.48,73.67,1007.07,88.49
285,5.54,45.87,1008.69,95.91
286,16.98,43.99,1021.65,81.17
287,30.08,67.25,1017.6,53.09
288,10.63,39.61,1020,72.42
289,30.36,74.87,1008.96,61.87
290,29.56,70.4,1006.49,82.95
291,19.94,56.53,1020.48,76.43
292,27.55,64.96,999.73,57.34
293,31.44,79.74,1006.95,56.99
294,25.35,74.33,1015.29,77.84
295,4.11,38.44,1015.9,81.79
296,30.59,70.04,1010.28,50.56
297,14.04,48.79,1017.62,75.25
298,15.47,44.9,1021.59,81.74
299,8.67,40.77,1011.81,89.4
300,10.53,37.5,1008.55,99.91
301,7.99,41.38,1021.95,78.77
302,22.29,45.01,1012.4,51.58
303,9.06,36.3,1015.14,58.71
304,10.05,37.14,1012.64,75.97
305,20.07,49.21,1012.34,56.8
306,30.65,71.98,1004.92,63.39
307,14.38,40.73,1017.48,90.64
308,27.76,71.97,1008.53,86.97
309,16.7,40.56,1019.04,50.9
310,5.35,35.57,1027.12,80.81
311,11.57,41.38,1021.71,61.49
312,30.57,73.03,1013.75,73.68
313,16,40.66,1016.12,89.23
314,15.6,41.04,1025.48,64.43
315,22.12,47.93,1005.5,84.47
316,21.33,58.46,1016.17,79.73
317,23.65,59.92,1010.19,89.53
318,6.8,39.37,1020.24,73.29
319,31.35,71.32,1005.99,62.35
320,23.99,68.12,1012.92,70.68
321,26.53,54.2,1012.9,66.73
322,31.59,62.7,1009.3,50.16
323,24.06,69.94,1005.47,60.46
324,27.28,44.89,1009.02,49.9
325,23.69,71.97,1009.62,93.03
326,11.46,39.1,1010.17,100.15
327,22.61,49.3,1003.51,83.02
328,21.84,45.09,1013.94,46.11
329,9.2,39.82,1013.19,91.25
330,17.75,49.25,1020.86,63.67
331,7.53,43.65,1018.58,64.85
332,16.76,45.09,1014.28,57.71
333,22.69,65.12,1016.35,72.02
334,11.91,44.45,1021.39,84.49
335,26.63,61.47,1008.18,69
336,6.72,39.85,1011.84,84.66
